itemid,hotelid,hotelname,address,city,country,propertytype,starrating,roomamenities,roomtype,ratedescription,average_price
688,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Bathrobes ;Blackout curtains ;Cleaning products ;Closet ;Clothes dryer ;Coffeetea maker ;Complimentary tea ;Daily newspaper ;Desk ;DVDCD player ;Fire extinguisher ;Free instant coffee ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;High floor ;In-room safe box ;Ironing facilities ;Kitchenware ;Laptop workspace ;Microwave ;Mini bar ;Mirror ;Pets allowed in room ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Separate living room ;Slippers ;Sofa ;Toiletries ;Towels ;Wake-up service ;Washing machine ;Woodenparqueted flooring ;,Grand Suite,Room size 49 m_square527 ft_square Balconyterrace Non-smoking Shower Kitchenette 1 king bed or 2 single beds,178.945
689,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Bathrobes ;Blackout curtains ;Closet ;Coffeetea maker ;Daily newspaper ;Desk ;DVDCD player ;Electric blanket ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Laptop safe box ;Laptop workspace ;Linens ;Locker ;Mini bar ;Mirror ;Pets allowed in room ;Private entrance ;Satellitecable channels ;Seating area ;Separate dining area ;Shoeshine kit ;Slippers ;Smoke detector ;Sofa ;Soundproofing ;Toiletries ;Towels ;Wake-up service ;Washing machine ;Woodenparqueted flooring ;,Acessible Room,Room size 38 m_square409 ft_square Balconyterrace Non-smoking Shower 1 double bed,178.945
690,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Bathrobes ;Closet ;Coffeetea maker ;Desk ;DVDCD player ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;In-room safe box ;Kitchenware ;Laptop safe box ;Linens ;Microwave ;Mirror ;Private entrance ;Refrigerator ;Satellitecable channels ;Separate dining area ;Slippers ;Smoke detector ;Sofa ;Soundproofing ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Luxury Penthouse Suite,Room size 55 m_square592 ft_square Balconyterrace Shower Kitchenette 1 king bed,178.945
691,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Junior Suite Standard,Free Wi-Fi Cancellation policy,178.945
692,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Room Superior,Free Wi-Fi Cancellation policy,178.945
693,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Suite Business ,Free Wi-Fi Cancellation policy,178.945
694,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Suite Grand,Free Wi-Fi Cancellation policy,178.945
695,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Suite Luxury,Free Wi-Fi Cancellation policy,178.945
696,1980151,Fruhstuckspension Ingrid,Hauptstrasse 110,Neutal,Austria,Hotels,3,Air conditioning ;Alarm clock ;Carpeting ;Closet ;Clothes rack ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Toiletries ;Towels ;,Double or Twin Room with Private Bathroom,Room size 20 m_square215 ft_square Balconyterrace Shower 2 single beds,56.64
697,1980151,Fruhstuckspension Ingrid,Hauptstrasse 110,Neutal,Austria,Hotels,3,Air conditioning ;Alarm clock ;Carpeting ;Closet ;Clothes rack ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Toiletries ;Towels ;,Double Room with Private Bathroom,Room size 20 m_square215 ft_square Balconyterrace Shower 1 king bed,56.64
698,2096226,Ibis Woerthersee,Raststation Woerthersee Tibitsch 84,Portschach am Worthersee,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Clothes rack ;Desk ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Superior King Room with Balcony,Room size 17 m_square183 ft_square Balconyterrace Shower 1 king bed,90.305
699,2096226,Ibis Woerthersee,Raststation Woerthersee Tibitsch 84,Portschach am Worthersee,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Linens ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Standard Room,Room size 25 m_square269 ft_square Non-smoking Shower 2 single beds or 1 king bed,90.305
700,2096226,Ibis Woerthersee,Raststation Woerthersee Tibitsch 84,Portschach am Worthersee,Austria,Hotels,3,Air conditioning ;Closet ;Clothes dryer ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Satellitecable channels ;Telephone ;Toiletries ;Woodenparqueted flooring ;,Standard Room with 2 Single Beds,Room size 17 m_square183 ft_square Lake view Shower 2 single beds,90.305
701,2096226,Ibis Woerthersee,Raststation Woerthersee Tibitsch 84,Portschach am Worthersee,Austria,Hotels,3,Air conditioning ;Closet ;Clothes dryer ;Clothes rack ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Satellitecable channels ;Telephone ;Toiletries ;Woodenparqueted flooring ;,Standard Room with King Bed,Room size 17 m_square183 ft_square Lake view Balconyterrace Shower 1 king bed,90.305
702,2096374,Mercure Salzburg Central,Sterneckstrasse 20,Salzburg,Austria,Hotels,4,Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Coffeetea maker ;Daily housekeeping ;Desk ;Extra long bed ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Laptop safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Superior Double Room,Room size 26 m_square280 ft_square Shower 1 queen bed or 2 single beds,197.405
703,2096374,Mercure Salzburg Central,Sterneckstrasse 20,Salzburg,Austria,Hotels,4,Air conditioning ;Blackout curtains ;Carpeting ;Closet ;Coffeetea maker ;Daily housekeeping ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Laptop safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Privilege Double Room,Room size 24 m_square258 ft_square Shower 1 king bed,197.405
704,4593494,Hotel Restaurant Sailer,36 Hauptstrasse,Seewalchen,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Dishwasher ;Extra long bed ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;In-room safe box ;Kitchenware ;Linens ;Mini bar ;Private entrance ;Refrigerator ;Satellitecable channels ;Separate dining area ;Smoke detector ;Sofa ;Toiletries ;Towels ;,Apartment with Lake View,Room size 60 m_square646 ft_square Balconyterrace Shower Kitchenette 1 king bed or 1 sofa bed,105.485
705,4593494,Hotel Restaurant Sailer,36 Hauptstrasse,Seewalchen,Austria,Hotels,3,Air conditioning ;Closet ;Clothes rack ;Desk ;Extra long bed ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Private entrance ;Satellitecable channels ;Smoke detector ;Toiletries ;Towels ;,Double Room with Queen-size Bed,Room size 21 m_square226 ft_square Shower 1 queen bed,105.485
706,4919607,Renona Rehabilitation,Carolusstrasse 9,Semmering,Austria,Hotels,3,Additional toilet ;Air conditioning ;Closet ;Desk ;Dressing room ;Extra long bed ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Linens ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Smoke detector ;Telephone ;Toiletries ;Towels ;Woodenparqueted flooring ;,Double or Twin Room with Bathroom,Room size 15 m_square161 ft_square Shower 1 king bed,213.035
707,4919607,Renona Rehabilitation,Carolusstrasse 9,Semmering,Austria,Hotels,3,Additional toilet ;Air conditioning ;Closet ;Desk ;Dressing room ;Extra long bed ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Linens ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Smoke detector ;Telephone ;Toiletries ;Towels ;Woodenparqueted flooring ;,Family Suite with Balcony,Room size 28 m_square301 ft_square Balconyterrace Shower 3 futons,213.035
708,4919607,Renona Rehabilitation,Carolusstrasse 9,Semmering,Austria,Hotels,3,Additional toilet ;Air conditioning ;Closet ;Desk ;Dressing room ;Extra long bed ;Free Wi-Fi in all rooms ;Heating ;High chair ;In-room safe box ;Linens ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Smoke detector ;Telephone ;Toiletries ;Towels ;Woodenparqueted flooring ;,Triple Room with Mountain View,Room size 15 m_square161 ft_square Balconyterrace Shower 1 single bed and 1 queen bed,213.035
709,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Clothes rack ;Desk ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Mini bar ;Mirror ;Satellitecable channels ;Telephone ;Toiletries ;Umbrella ;,Superior Single Room,Room size 53 m_square570 ft_square City view Shower 1 single bed,114.77
710,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Mirror ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Superior Triple Room,Room size 72 m_square775 ft_square City view Shower 1 king bed and 1 sofa bed,114.77
711,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Alarm clock ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Mini bar ;Satellitecable channels ;Scale ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Superior Double Room,Room size 53 m_square570 ft_square City view Shower 1 double bed,114.77
712,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Shower ;Telephone ;Toiletries ;Towels ;,Superior Double Room,Room size 16 m_square172 ft_square 1 double bed,114.77
713,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Shower ;Telephone ;Toiletries ;Towels ;,Superior Single Room,Room size 16 m_square172 ft_square 1 single bed,114.77
714,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Shower ;Telephone ;Toiletries ;Towels ;,Superior Triple Room,Room size 22 m_square237 ft_square 1 queen bed and 1 sofa bed,114.77
715,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;,Single Room,Room size 16 m_square172 ft_square Shower and bathtub 1 single bed,114.77
716,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Double Room,Room size 16 m_square172 ft_square Shower and bathtub 1 queen bed,114.77
717,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Triple Room,Room size 22 m_square237 ft_square Shower and bathtub 1 queen bed and 1 sofa bed,114.77
718,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Mini bar ;Satellitecable channels ;Telephone ;Toiletries ;,Double Room,Room size 16 m_square172 ft_square Garden view Shower 1 double bed or 2 single beds,114.77
719,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Mini bar ;Satellitecable channels ;Telephone ;Toiletries ;,Single Room,Room size 16 m_square172 ft_square Garden view Shower 1 double bed,114.77
720,6491407,Hotel Deutschmeister,Grunentorgasse 30,Vienna,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Mini bar ;Satellitecable channels ;Telephone ;Toiletries ;,Triple Room,Room size 22 m_square237 ft_square Garden view Shower 1 double bed and 1 sofa bed,114.77
721,6536309,arte Hotel Salzburg,28 Rainerstrasse,Salzburg,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Studio - High Level,Room size 26 m_square280 ft_square Shower 1 king bed,144.89
722,6536309,arte Hotel Salzburg,28 Rainerstrasse,Salzburg,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Studio - Medium Level,Room size 26 m_square280 ft_square Shower 1 king bed,144.89
723,6536309,arte Hotel Salzburg,28 Rainerstrasse,Salzburg,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Standard Double Room - High Level,Room size 18 m_square194 ft_square Shower 1 queen bed,144.89
724,6536309,arte Hotel Salzburg,28 Rainerstrasse,Salzburg,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Standard Double Room  - Medium Level,Room size 18 m_square194 ft_square Shower 1 queen bed,144.89
725,6536309,arte Hotel Salzburg,28 Rainerstrasse,Salzburg,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Superior Double Room - High Level,Room size 22 m_square237 ft_square Shower 1 queen bed,144.89
726,6536309,arte Hotel Salzburg,28 Rainerstrasse,Salzburg,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Superior Double Room - Medium Level,Room size 22 m_square237 ft_square Shower 1 queen bed,144.89
727,6537481,Dolomitenhotel,2 Dolomitenstrasse,Lienz,Austria,Hotels,3,Additional toilet ;Air conditioning ;Alarm clock ;Carpeting ;Clothes rack ;Desk ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Seating area ;Separate dining area ;Smoke detector ;Sofa ;Telephone ;Toiletries ;Towels ;Wake-up service ;,Standard Double Room,Room size 22 m_square237 ft_square Balconyterrace Shower 1 queen bed,12.06
728,6578078,Hotel & Apartments Rothensteiner,Neustiftgasse 66,Vienna,Austria,Hotels,4,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;DVDCD player ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Kitchenware ;Linens ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Shower ;Sofa ;Toiletries ;Towels ;Woodenparqueted flooring ;,Two Room Apartment 3 Adults,Room size 60 m_square646 ft_square Kitchenette 1 queen bed or 1 sofa bed,202.57
729,6578078,Hotel & Apartments Rothensteiner,Neustiftgasse 66,Vienna,Austria,Hotels,4,Air conditioning ;Carpeting ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;DVDCD player ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Kitchenware ;Linens ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Sofa ;Toiletries ;Towels ;Woodenparqueted flooring ;,Three Room Apartment 4 adults,Room size 90 m_square969 ft_square Shower Kitchenette 2 bedrooms 1 queen bed or 2 single beds,202.57
730,6578078,Hotel & Apartments Rothensteiner,Neustiftgasse 66,Vienna,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;DVDCD player ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Kitchenware ;Linens ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Sofa ;Toiletries ;Towels ;Woodenparqueted flooring ;,Three Room Apartment 5 Adults,Room size 90 m_square969 ft_square Shower Kitchenette 2 bedrooms 1 queen bed or 2 single beds or 1 sofa bed,202.57
731,6578078,Hotel & Apartments Rothensteiner,Neustiftgasse 66,Vienna,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Coffeetea maker ;Desk ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Kitchenware ;Linens ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Shower ;Smoke detector ;Toiletries ;Towels ;Woodenparqueted flooring ;,Double Room,Room size 30 m_square323 ft_square Bathtub Kitchenette 1 queen bed,202.57
732,6578078,Hotel & Apartments Rothensteiner,Neustiftgasse 66,Vienna,Austria,Hotels,4,Air conditioning ;Closet ;Clothes rack ;Desk ;DVDCD player ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;In-room safe box ;Ironing facilities ;Kitchenware ;Linens ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Shower ;Sofa ;Toiletries ;Towels ;Woodenparqueted flooring ;,Two Room Apartment 4 adults,Room size 70 m_square753 ft_square Kitchenette 1 queen bed or 2 sofa beds,202.57
733,6579831,Gasthof Schwabl Wirt,111 Erdbergstrasse,Vienna,Austria,Hotels,3,Air conditioning ;Cleaning products ;Closet ;Clothes rack ;Desk ;Dishwasher ;Fan ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;High chair ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Kitchenware ;Laptop safe box ;Linens ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Soundproofing ;Toiletries ;Towels ;Washing machine ;Woodenparqueted flooring ;,Two-Bedroom Apartment,Room size 45 m_square484 ft_square Shower Kitchenette 2 bedrooms 2 single beds or 1 queen bed,110.31
